Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_D0-1	CPM_D0-2	CPM_D0-3	CPM_D0-4	CPM_D1-1	CPM_D1-2	CPM_D1-3	CPM_D1-4	CPM_D3-1	CPM_D3-2	CPM_D3-3	CPM_D3-4	CPM_D5-1	CPM_D5-2	CPM_D5-3	CPM_D5-4	CPM_D7-1	CPM_D7-2	CPM_D7-3	CPM_D7-4	CPM_D14-1	CPM_D14-2	CPM_D14-3	CPM_D14-4	CPM_D21-1	CPM_D21-2	CPM_D21-3	CPM_D21-4	CPM_D28-1	CPM_D28-2	CPM_D28-3	CPM_D28-4
ENSMUSG00000002233.14	Rhoc	2.2015790067403986	6.772890137816264	744.6141505411099	9.707952432414956e-23	1.6205220233091221e-19	34.564623027560245	32.13861748164861	34.410886101458054	37.099429236870776	34.62167635582202	32.48199627445867	27.608830430984018	30.07391211711513	141.68955303921902	132.90590129401158	137.2167529215435	114.26866234638277	159.96892500237692	147.7318297076306	168.3106702721107	159.79690774044653	151.9866510084736	195.079782717859	168.48666476402315	179.3060456289069	119.12810156116211	124.37085105510693	127.41916999331366	131.78721442190064	116.0246822902393	117.56381773335136	121.49607304938863	117.75312809392216	102.26056911315489	102.40501678071622	91.67280414550679	101.55120181941548
ENSMUSG00000044938.9	Klhl31	-2.6119072621925614	6.693577750729696	701.1430236397467	2.3114781331924144e-22	3.5369467901399265e-19	328.03895222053757	327.72174457093297	298.72638804019385	297.45684997536426	124.96051362580005	140.58848618637043	150.88282638825834	135.4505414372813	69.13400288880187	65.30492625044621	74.32758132184027	82.74838323101741	48.876055222364094	53.845426456278474	54.549689939056925	47.51877986484562	59.819944650610914	75.39223532634706	56.71828318788898	55.13650685055742	56.76545933436862	64.85289686385602	53.62257027267697	65.5819061361587	70.8040969399315	79.70428320905177	65.37537289036521	65.24395541796576	63.6540581061639	66.44807220310258	59.10209408563114	57.599366975202685
ENSMUSG00000032523.12	Hhatl	-2.4865351121488475	4.885123157422946	692.3254318230954	2.773597526567239e-22	3.917599829448281e-19	78.40556368815803	83.62952075869853	88.14672635409727	79.67057332067063	44.34082741560647	50.34959669045519	48.343857400755965	54.84066327238641	21.841657861818085	17.396985086325767	18.151298825476143	20.136255978553795	14.542629545670628	13.885177437001346	17.749940193809813	12.694547689525544	18.76112179020602	18.563201519270592	18.151439367552705	15.122689054637691	15.914378223984139	15.588035621518092	17.147925030765773	17.663060904858963	17.747120652261476	18.431615492093222	20.606463421509815	19.10217411301404	19.729510356884987	16.66848310193396	17.326618139268888	18.18258162793374
ENSMUSG00000038777.20	Sema6c	-3.018302293075379	4.482196511880787	685.8608025456779	3.1746235659174798e-22	4.163745565526912e-19	100.68054297258574	101.94507695791764	113.20682818885476	90.73426048369207	13.839712799416564	14.964740964658155	14.883772783781506	13.032028584083223	6.936835544096731	5.43103849141642	5.2113218039079925	3.855878804403918	12.178951465244824	12.795352463748333	13.31245514535736	11.879694966211405	10.782253902417253	8.023480963572199	10.882919883390462	9.64582328890404	10.901975633752913	9.58622511483733	11.700937079816644	12.135561845220746	13.46015384535156	13.450097791527487	14.95336283684783	13.694252674626503	13.518368207495268	10.57025757683617	10.287679520190903	12.376022926239282
ENSMUSG00000023034.8	Nr4a1	-3.1892018418438117	5.3465313411643	670.9309513668937	4.357046205524636e-22	5.333605495056226e-19	125.90976354142032	149.8650227370066	104.66644522526825	101.13653156631547	91.77207613593703	79.97878281446064	87.9392376690602	106.26115614714011	28.075435749418524	29.89278909503184	31.621240776255277	31.520279115365362	12.779886570437824	12.189894145274437	12.864224332382364	14.967557917717617	17.89854147801264	12.581197960630963	15.490287425263796	17.370656346543292	16.66623861251882	21.464808409309672	17.672449796412725	17.45526018833121	22.909919387464814	20.96766086692669	21.74620144261102	19.712745888315858	16.72542853299715	17.797784125100215	14.327780384395428	14.579972214473674
ENSMUSG00000022952.18	Runx1	4.61711954935737	7.108924893495624	666.5916562528029	4.78306585299007e-22	5.489165949537729e-19	4.785870880739111	5.7596088676789625	5.423454874686324	4.9305562356943335	19.662245692374988	19.569276646091435	20.053327452957525	33.25820869422144	173.18653605025284	143.94459741477667	113.6774773157557	122.16403323159079	128.31967612887885	129.04334961073633	145.40607572908846	110.77708338528541	162.07884066113613	184.1602524124057	209.67494184094252	166.6765566616554	177.64790180211165	210.2300846923456	172.32655954447202	218.3985530706679	217.43680030316202	207.63871506449	191.06568185740628	171.65789339913985	200.50216389435172	205.9393345845987	268.1044253905621	266.3387947550947
ENSMUSG00000060716.8	Plekhh1	6.722300900193407	6.250994847377722	663.7803609289014	5.082640530342759e-22	5.489849730479631e-19	1.2407813394508806	1.7854787489804782	0.9974169884480596	0.6012873458163821	1.164506578591685	2.302267840716639	1.6474404989681821	1.002463737237171	23.62273725827535	22.165701810496284	9.848514934504088	15.239901941215486	120.86808082448563	140.9103326528247	132.04879750243362	99.8409020987009	94.58193123200414	118.35821326736978	130.79363202921456	109.4964431820929	99.20380126499299	126.03802064029603	109.18184737235806	109.22005660698672	119.4819135861344	133.27824175240872	99.97781921099784	114.74388148707749	111.15102748384997	126.79791888110738	134.1979895305874	116.80931227642282
ENSMUSG00000050821.15	Fam131a	-2.987675226174944	4.389928023341855	640.2540586924964	8.534284464094933e-22	8.272696890197341e-19	68.36114332117471	64.91079193874191	69.13346501180614	68.84740109597575	34.397732783015925	37.53697566385825	49.877681313588404	46.467142643699454	10.124030253546579	7.992015991433918	7.066199056146431	7.956575310674752	9.054088918241218	9.001147001311919	8.42673928392991	7.676770393327947	7.331932653643731	8.26086205716901	9.691359312216324	9.931928216964755	10.275425309974011	10.461489147061608	9.804578311708429	10.348475683082075	13.045286089844149	12.906659496920316	9.300262252185846	11.993374157714294	11.650965992646071	11.744730640929077	10.787485812669813	11.146897361647024
ENSMUSG00000051373.6	Plpp7	-2.2862551407178198	5.0956082900057025	640.1191246376561	8.560137289715144e-22	8.272696890197341e-19	114.74273148636239	117.26563654594366	107.65869619061243	104.98477057954032	25.439989870772195	30.780320044363762	28.23372165473057	24.943656520666078	21.04485918445562	16.734663319079864	16.428912805540453	19.83023385122015	22.114411871102444	21.877227240856772	23.66658692507975	23.50206801979729	21.219475679957153	22.883537422732545	26.254051251536843	23.21537130549786	22.30519152652895	25.340977694874333	24.047443101968	23.10743967788608	26.228861431524102	27.670066500415132	23.11388706793247	22.940053843482612	24.641590095944828	20.14673025328603	20.49205799163532	24.11629125010326
ENSMUSG00000035606.9	Ky	-4.0519255888723045	5.9058882378990605	610.6214601559018	1.683447407361372e-21	1.5093335817606397e-18	379.7381746976576	412.56078319184405	275.0377345645524	285.25071685529167	28.485622460935065	43.192546663879554	51.468313519488724	47.94135402198941	4.733921553741688	5.5635028448656	2.9589708547613176	3.855878804403918	19.430235067907038	20.58558282811246	23.532117681187252	18.012533883786244	12.464285511194344	12.343816867034153	12.511385997328452	15.040944789477487	15.204287857034714	16.46329965374237	18.519759033227032	16.831858038747953	20.14413435074874	22.688548799849396	25.074236464226544	25.251504135696642	25.006951398850106	20.462934539772583	24.823712526452542	22.887165685511
ENSMUSG00000027215.14	Cd82	2.903757347798747	5.865761317271197	609.5536501980666	1.7261739035493645e-21	1.5093335817606397e-18	11.69879548625116	14.053445637136667	13.589806467604811	13.709351484613512	20.558019983599362	20.57026266379432	20.053327452957525	26.24096253356124	79.58612671538006	66.27633150907354	49.94919457813508	54.900369643655786	93.98625045218539	98.48788647175373	109.59243377238634	95.1233337005664	83.06648406422251	101.12434587224134	104.4204247205603	100.46370188189039	67.5003548817805	73.48049946720961	66.17081658930792	62.42333524493685	55.8688577416647	57.28745355650596	48.689608261443546	52.11666224897666	48.71484038737034	50.502341755995026	45.9405283836865	53.44577023968402
ENSMUSG00000025777.9	Gdap1	-4.099334444789252	3.0291642485579597	604.4038241427522	1.949115214607999e-21	1.6268024350287306e-18	45.96799438537072	36.22793977770067	44.88376448016268	34.63415111902361	9.763939774345667	12.36217731863065	15.622280593663795	16.27529361632113	0.9374102086617203	0.9272504741442668	0.927438626119219	0.7956575310674752	2.2835533997334045	2.1392860586077656	2.5997387152549725	2.4016711845048326	1.2938704682900704	1.8040963113357609	1.4695913711147703	1.1852918448229541	2.0049610360924897	2.625792096672834	1.734966532524537	1.9948868786664242	3.826002634123902	2.717191473035856	3.1000874173952817	3.9251042697974055	2.63872052098256	3.7492793969119744	2.540681986767794	2.7973202504513446
ENSMUSG00000026688.6	Mgst3	-3.288129319398817	6.2053112327686515	600.4194749526238	2.1426285511337585e-21	1.7105628459094815e-18	252.5876298167864	211.49283762117147	247.17239744978477	256.20853805236044	145.60811103852186	149.29706454038555	150.48516833678326	138.92968029004558	63.41580061596538	49.58582297447674	60.50432941825381	85.93101335528732	22.555097614910643	22.845960550415004	23.57694076248475	30.063776791747994	17.812283446793302	21.22186976755487	17.2379095963192	17.69763340718411	27.693524311027517	20.83961981486376	29.938259700772242	27.346574295052232	32.95893835419988	35.09705652671314	34.64803584147668	39.207430428309635	38.241149704085714	33.74351457220777	28.155754476311945	35.00888677080016
ENSMUSG00000046345.6	Smco1	-4.487913131238556	3.518092880008794	595.1723524661643	2.429316080174285e-21	1.8586292443400095e-18	62.6299152294254	60.53348919930589	72.1257159771503	67.52456893517972	10.65971406557004	9.959810876143722	11.077617148234328	12.147501757109248	0.7967986773624622	0.7064765517289652	1.5457310435320317	0.9792708074676617	3.485423610119407	2.8254721528781808	3.1824387721224663	2.187236257316901	1.5095155463384153	1.8040963113357609	1.5490287425263796	1.4713967728836672	3.258061683650296	3.125942972229564	3.671673359528671	3.449491894360692	4.6557381451387245	4.3475063568573695	4.331004480184585	5.887656404696108	4.871484038737034	4.020311642471876	2.0408756942888835	2.6277856898179297
ENSMUSG00000002500.16	Rpl3l	-3.062033757759817	6.932475168059789	554.1263660323497	6.739567463035807e-21	4.607610247782704e-18	361.7173028627758	416.7077015765729	453.3260212496431	437.01564293934655	240.0227213335708	288.3340223993165	273.58873941485393	259.75604485469046	71.61813994175543	65.74647409527682	73.40014269572104	106.00606490837438	48.315182457517295	50.495223760722915	52.53265128066944	48.462293544472516	36.012728034073625	37.031450601102456	33.999194964168744	38.29718822755545	34.83619800210701	38.80337209527632	42.44615795850728	39.68993685680073	51.21311959652597	52.21536280683903	54.661835492013864	54.122826653539775	49.08020169027561	43.18447112587768	31.404495377424862	31.194359156548327
ENSMUSG00000038871.6	Bpgm	-2.2766117470426366	5.229702657935664	554.0053040654242	6.760591225985943e-21	4.607610247782704e-18	95.06748453221272	96.30066026759225	99.92871453013997	106.8487613515711	47.38646000576934	52.051272920550105	59.989557479668974	56.07900083014997	17.482700391541083	15.984031982867837	12.145029627751677	13.281360326280161	20.91254166071644	19.374666191164668	18.8705172262473	22.987424194546254	21.003830601908806	24.0704428907166	21.448090281134487	20.926531881012156	30.116185562972607	30.509203408960545	26.30693440013949	24.478924406969245	28.76416438184717	32.10814590637369	29.861136152851614	33.97395806857976	29.919031137909947	32.70455763089481	31.57109747491783	30.473837273856315
ENSMUSG00000087410.9	2310065F04Rik	-4.0907510650489405	4.715901862316566	553.921650945077	6.775159388418093e-21	4.607610247782704e-18	112.3793384588369	110.64208634811285	113.95489093019081	126.15008515227697	25.036891439721227	36.535989646155365	46.01471738497336	41.74966623317159	7.358670137994505	4.459633232789093	5.343813036210738	6.732486801340174	5.889164030891411	7.34622759748327	6.813108357219928	7.1192395826393255	5.779288091695647	8.403290713327097	5.163429141754599	5.762970693794363	9.147634727171985	8.544244124094142	8.392396250351249	12.177121988526297	15.718878292003021	14.853980052596011	17.64314456664668	12.298660045365203	16.11649302815502	16.80399922471391	14.785936152501096	12.969393888456233
ENSMUSG00000042734.7	Ttc9	3.4237254962838986	6.431942997323725	550.3912061031436	7.421568473585431e-21	4.738939514244089e-18	6.026652220189992	8.121048503427337	11.594972490708694	10.582657286368326	12.764783649947317	11.611437805353484	10.566342510623512	14.270366141846786	86.8510558325084	77.75657547466923	75.12252871565674	57.28734223685821	95.86918044845679	93.72494769975908	111.43018010558382	88.34719000142778	98.93796180858071	139.48513059748592	130.03897700080427	113.99237776590411	128.2757362883341	124.12077561732855	134.48008030009956	130.62353040934522	116.0246822902393	126.3494034961673	111.19284133863371	110.8623894869445	135.50844767753514	125.71378989886777	132.86517275064364	124.98935482698508
ENSMUSG00000086219.10	Srrm4os	6.047851126104616	6.481475358258697	550.0654837444345	7.484437747145113e-21	4.738939514244089e-18	2.422477853213624	2.7070161678091123	1.7454797297841043	1.8639907720307847	0.44788714561218657	0.7006902123920207	1.988290257375392	1.9459590193427436	21.091729694888706	18.412545129436154	17.400515175760585	14.627857686548197	157.2847481991815	145.99618252800542	151.9054225172259	126.38794608456682	156.5583266630985	234.9123302234038	114.6281269469521	153.4748578382825	117.0396004818991	123.74566246066101	90.62174028023512	118.40484827751338	178.07045994723657	154.01946999658242	153.3175585985343	133.36632063378295	106.32013914543576	148.93221893516602	105.5007782374233	95.4055739964542
ENSMUSG00000027510.18	Rbm38	-1.8408604061561133	5.671026991564123	529.1789976355146	1.2986246171391516e-20	7.69587674978281e-18	103.81203873405701	124.40755154186559	142.81764503340654	134.6883654628696	47.47603743489177	54.453639363037034	51.12746376108151	48.64897548356859	52.494971685056335	45.08203495720459	55.07218889384124	54.10471211258831	34.85423610119407	35.52022135046856	36.08258044448712	34.69557121900731	34.503212487735205	38.45573716268332	38.328531706101444	34.087358571804955	32.99831705235556	38.30322121971959	33.69062917809275	35.65860295616233	40.42655795333328	37.950107573400786	39.52611457178985	37.244878293410935	32.15179465566442	33.15627804016132	35.236343619763176	35.00888677080016
ENSMUSG00000024617.17	Camk2a	-2.2534132507141855	6.974251219374733	529.1604754860158	1.2992712081650533e-20	7.69587674978281e-18	481.0095659271247	475.34051984954476	400.89929079434194	413.8660801254158	157.16359939531625	171.86929923958564	170.36807091053717	189.9373939788781	97.81875527385051	93.38736918167258	76.00580359767504	104.53715869717288	79.84424430997676	98.32643092016069	100.49334826899394	92.80743648693675	57.57723583890813	66.13437267607144	64.22511478628604	59.79592996468903	43.10666227598853	51.390502463454034	48.659759028478874	47.42012351163312	54.393772388749454	50.04160962841034	50.285241490985236	55.605643822129906	50.01390279770021	46.572374195376455	38.40178347212961	41.53596735518663
ENSMUSG00000023019.13	Gpd1	-3.3958246884714107	7.491882267878355	527.3220497921866	1.3651896320972712e-20	7.777769111619661e-18	602.6652220189992	604.2405663082	581.3694271416628	610.787685880281	327.2263485842635	365.5600936650942	420.9494516329044	418.55809452408465	75.83648588073318	72.19307262980362	63.242481552510554	72.22122205074005	61.61587945245572	61.8374762601339	49.03645093946448	55.36709819992391	49.94340007599671	64.0454190524195	68.71332627104196	68.29733354135023	103.21372333717797	80.98276260056058	94.93898258209849	65.6650264227698	89.10437459953619	90.66362215029639	78.27720728923087	96.60117730668058	115.4947674183905	107.599801487281	81.92658144216804	67.81382425336592
ENSMUSG00000087523.4	Gm12319	-4.092549702758631	3.7268869170794994	526.4469327322781	1.3978127692160376e-20	7.777769111619661e-18	61.330049064286385	57.020127790021725	53.98519449975122	57.30268405630122	22.93182185534395	26.92652387620765	29.767545567563012	30.486691303036316	4.171475428544656	3.0466801293311625	2.3848421814494203	4.896354037338309	3.485423610119407	3.4309304713520765	2.644561796552472	3.8598286893827667	3.9247404204798797	2.7536206857230034	2.8994640565237364	3.433259136728557	3.3833717484060766	3.0842637325998363	2.703319946026604	3.823533184110646	4.47135247602432	4.392792881407967	5.060436813689357	5.800431865367277	4.5873141364773735	6.007881443244489	3.0404882792467043	3.6873766937767725
ENSMUSG00000090799.3	Klhl33	-3.844165456385782	5.227188929202763	516.5736342477434	1.8293335259444185e-20	9.879477118644532e-18	142.3944299084106	135.8691731885467	129.53953137469173	113.22240721722476	76.99180033073486	74.47335971709477	116.00253444458716	92.93428528739891	4.968274105907118	4.812871508653576	3.047298342963148	6.671282375873445	9.61496168308802	11.503708051004022	7.2613391701949235	7.805431349640706	9.358996387298175	9.780101056188599	13.901539997031612	10.136288879865264	15.120747813864195	18.29718619745038	17.30931726634945	20.073549216580894	18.761241832390702	18.612761590295612	18.3269873793074	21.28278759623482	19.36414905397971	17.526751879540313	18.409531772973196	21.40373827996862
ENSMUSG00000027107.4	Chrna1	4.759072147154353	8.659882391503592	514.4400463356333	1.9400826694872254e-20	1.0002983596020277e-17	15.952902935797036	13.477484750368772	12.904082288046771	17.79810543616491	15.093796807130687	16.816565097408496	19.88290257375392	16.452198981715924	267.06816844772413	204.48080694105235	133.68365339347028	108.20942422517662	378.98973967505276	383.90093780034823	461.9466758520301	404.2527247346884	462.7743374917485	729.2821957481216	603.5651479854068	518.3403853808519	628.5552848149956	638.2758756896473	641.5744845040153	783.6996223127658	770.6399040636554	706.2886368911202	658.403860029745	658.0655369663672	620.6676622354208	796.473425618698	612.5542619572777	634.7373950115051
ENSMUSG00000020190.14	Mknk2	2.947639878630684	10.013742973220564	514.0488089334856	1.961155699034582e-20	1.0002983596020277e-17	244.31575422044722	262.4077800114535	218.74601327901507	225.42262594656165	493.5268457500684	527.2193355241104	511.6722956622902	519.3351843439862	2429.861001872045	2082.472100574574	2150.8185014586707	3011.25773296306	1621.6434125334868	1758.5738679513797	2147.6531172883924	1808.544175903014	1045.1454352691092	1359.2441419353377	1678.7499700415374	1358.507942697426	700.2744118768874	848.797715059401	967.2640159118773	897.7406555431965	570.12048890174	610.4623509420557	537.6828088347053	543.7577781759339	524.2528739687505	461.79377439314595	496.8907557727833	462.9988850898559
ENSMUSG00000009376.16	Met	1.7816456227917057	5.797321795504977	509.5224472156431	2.2235183547942714e-20	1.1034660548846597e-17	21.388706899105657	23.441608091453375	20.509386824963226	23.81097889432873	24.812947866915135	19.819523150517156	20.507793797500472	21.05173848198059	49.30777697560649	49.76244211240898	42.48552182508041	41.61900931737562	75.83801027535675	77.94266753153953	76.51299977483168	76.3388340789036	66.89310321059664	77.29128407512154	70.14319895645093	63.4744218968982	68.71168550775303	70.1044810572017	69.60040159546108	79.33831357029591	73.38549630753316	68.51851164505416	68.74899743282478	67.5990179798442	66.86111843166579	70.51355588650111	65.26637169287103	61.92249827135476
ENSMUSG00000099906.3	Lincmd1	6.26313683885052	6.403546989590859	487.1222511312494	4.2055614340028835e-20	2.0321715539779198e-17	1.004442036698332	0.748749152798265	0.5610470560020335	0.4209011420714675	0.35830971648974924	0.35034510619601034	0.45446634454294677	0.589684551315983	30.981407396269855	18.98655732771594	26.674901436952776	21.91118431708893	46.59250182263069	58.48727356457834	52.62229744326444	54.98111533098563	102.17263797930589	133.21826972653014	119.75183740300089	107.0441152272868	151.45809826815352	180.05431520042288	112.5710843196153	207.46823538130812	160.6460142159253	164.0730784468151	166.12821395571189	141.6526518700219	102.34176051380051	127.02377908574063	200.13076961343032	209.2056478216339
ENSMUSG00000028584.4	Lrrc38	-4.119480715738366	2.62165517638518	485.34508827972115	4.428891247363598e-20	2.0852128483100097e-17	31.846721045905937	39.45332074360089	35.2212874045721	32.46951667408464	5.6433780347135505	6.306211911528186	8.180394201773042	9.140110545397736	0.3749640834646881	0.3973930603475429	0.22081872050457596	0.18361327640018657	1.8028053155790036	2.341105498099064	2.420446390064974	1.4152705194403479	1.3369994838997392	1.9940011862132092	1.8667782281728165	1.4713967728836672	1.629030841825148	2.0422827418566483	1.2911378846694228	1.4961651589998182	1.8899531084226506	2.1737531784286848	1.6412227503857375	1.831715325905456	1.9485936154948134	1.3099891868728586	1.2078652068240332	1.2291255645922574
ENSMUSG00000071042.13	Rasgrp3	-1.9627694607027122	4.477894451593744	478.14920772673787	5.471203352662758e-20	2.511555899039839e-17	62.984424183554225	56.674551257960985	68.94644932647212	62.17311155741391	15.049008092569467	16.366121389442196	19.65566940148245	16.806009712505514	13.592448025594944	13.73213797423176	13.999906879990116	15.056288664815298	16.265310180557233	15.378641289236954	15.553609210232336	17.11190718959693	17.553509353135286	17.043962520251004	15.530006110969602	15.3270497175382	13.074016756186444	15.713073340407275	16.098875499471866	17.787741334775614	20.512905688977547	19.110913360352185	16.54899606638952	20.541379011939753	18.877000650106005	18.06881637066012	16.910112895536464	16.614386942074653
